Keyword1,Weight1
学校,2881.2873
老师,2077.2941
学习,1654.0104
大学,1036.7979
毕业,1023.5904
校园,1016.2968
真的,1011.1618
开心,939.5120000000001
论文,870.2374
作业,812.6197
实验室,705.8928
努力,695.0187
吃饭,661.9318
宿舍,634.3227
好看,619.1292
回家,603.7007
喜欢,602.1646
图书馆,586.9672
研究生,532.6447000000001
食堂,521.1672
打卡,461.2804
教室,459.8075
交大,451.354
学院,440.0112
快乐,431.2319
导师,430.7524
复旦,423.2498
同济大学,419.5293
上课,416.163
复习,413.8185
生日快乐,407.8936
实验,399.6479
再见,399.3157
寝室,377.9374
考研,372.176
复旦大学,369.2624
同济,357.6738
越来越,356.8253
上海交通大学,350.4283
考试,345.7603
感觉,326.7456
华东师范大学,321.67
室友,316.1398
操场,315.3867
上海,311.9038
火锅,302.9581
可爱,299.8784
小姐姐,292.8502
减肥,292.5223
衣服,291.6411
好好学习,285.7726
好吃,263.4539
美好,260.5754
今日,247.6499
华师大,247.4749
咖啡,245.7537
军训,241.8536
研究,238.2397
学,228.4882
科研,225.1976
生病,223.8182
奶茶,219.4276
微笑,218.9569
学术,218.3289
幸福,214.84890000000001
睡觉,212.9235
回来,209.7935
母校,209.5819
下雪,207.6476
学期,200.8487
工作,198.1944
上班,197.5561
学姐,195.7183
菜,192.9149
睡不着,190.5952
冬天,189.9109
开学,187.7893
同学,187.6278
失眠,185.8887
加班,184.4264
简单,181.1991
店,181.0755
健康,175.462
下雨,173.3211
教,170.4546
手机,170.4371
吃火锅,166.9825
人气,166.7509
面试,163.9327
夏天,159.1281
课,158.9885
爱情,156.5349
吃,155.4895
男朋友,152.0469
打球,150.36
今晚,149.5841
昨天,145.3187
表态,141.9601
答辩,141.6698
考,141.301
