Keyword1,Weight1
客船,499.2625
风景,367.3233
寒山寺,357.5515
公园,263.8814
阳澄湖,198.4876
苏州,155.5638
大闸蟹,144.0379
太湖,134.9796
拍照,112.0513
早安,107.3758
喷泉,102.4537
温暖,102.413
心疼,99.2181
越来越,95.7073
慢慢,95.6287
再见,91.4595
不想,91.3784
留园,91.0951
幸福,86.6966
身边,86.3361
园林,84.923
运动,83.4267
同事,82.2248
休闲,80.0431
疼,77.972
吃饭,76.5338
遇见,75.1311
寂寞,74.0133
星星,72.7887
动物,71.3364
苏州园林,71.3306
跑步,69.8535
美景,69.1769
忘记,68.48479999999999
打卡,68.4091
散步,66.4493
温柔,66.3842
景区,66.0001
有时候,65.0297
放不下,64.7781
咖啡,64.1331
姑苏,63.5236
难过,62.2733
美好,62.0665
爬山,61.7667
菜,61.707
烧烤,61.3063
下班,61.1714
开心,59.8307
明天,59.6379
金鸡湖,59.5584
景色,59.2481
陌生人,58.9621
拥抱,58.9509
男人,57.0647
乐园,56.778
点评,56.3503
分手,55.9788
浪漫,55.8719
休息,55.6087
司机,54.8845
放下,54.5117
相遇,52.8691
放手,52.6527
酒店,52.544
喜欢,52.4238
动物园,52.2196
不在乎,52.0126
孤单,51.2638
疼痛,51.1538
南无阿弥,51.0049
朋友,49.7267
领导,48.6966
顺其自然,48.5538
生日快乐,48.3597
学习,48.0109
回家,47.7843
生病,47.7169
摄影,47.3133
回头,47.248
西园寺,47.1422
沧浪亭,46.7017
时代广场,46.463
摩羯座,46.0954
得不到,45.6976
艺术,44.7322
旅行,44.0017
真好,43.9616
我会,43.9407
想念,43.2065
思念,43.1961
湖边,42.4384
告诉,42.0914
展示,41.8241
妈妈,41.5024
