Keyword1,Weight1
Work,289.2884
Work,178.5682
Company,139.6144
Overtime,133.2199
Colleagues,91.0772
Boss,83.7825
Teacher,82.67699999999999
A concert,79.3794
Comments,76.189
I'm off duty,76.069
♪ By the side ♪,73.3264
Warm,65.1734
Slowly,64.4915
It hurts,63.5362
"No, I don't",63.0705
Forget it,61.8562
More and more,60.7535
May,60.6806
Loneliness,59.6588
Coffee,57.1165
Bye,56.1117
Yes,55.6195
Let's eat,54.8167
It hurts,53.1384
Happiness,52.9809
Men,52.6594
I'm sorry,51.4808
Office,51.4305
Sometimes,51.1673
Turn around,48.6441
I can't,48.1278
Gently,47.5218
Friends,44.8106
I miss it,44.2193
Let it happen,42.1672
Let go of me!,40.4741
Leadership,39.9998
I miss you,39.9056
Hug,39.8232
Animals,39.5531
Tomorrow,39.5316
Stranger,38.5284
Sports,38.1999
Suzhou,37.7693
Arts,37.4469
Pain,37.2468
Miss,36.9272
Breaking up,36.5616
Romantic,36.1366
Leisure,35.4248
I will,35.0445
Learning,34.4463
I can't get through,34.2551
Capricorn,33.5976
Presentation,32.2357
Stars,32.1399
Rest,31.4143
I can't get it,30.9406
Good morning,30.8345
Put it down,30.4372
Someday,30.3781
It's light,30.2502
Alone,30.1743
I missed you so much,29.8425
For the rest of my life,29.7412
For a moment,29.5666
I mean it,29.3656
I can't go back,29.3124
I'm sorry,29.19
Classes,29.1426
Tell me,28.4774
Meeting,28.2299
Valentine's Day,28.1621
Sad,28.0738
I don't care,26.8631
Vegetables,26.2794
Boyfriend,26.2369
Never,26.105
Travel,26.0145
Security,25.9758
Love,25.9758
Yes,25.8984
Train,25.8853
Here you go,25.8436
Home,25.4379
Shooter's seat,25.3355
The future,25.1003
Find yourself,25.0733
Talk to me,24.9106
A dress,24.6029
Accommodation,24.211
A song,24.0335
Happy birthday,24.0079
Nothing,23.7996
Love,23.5717
Long,23.1542
Aircraft,22.8683
Forgetting,22.7786
Work hard,22.6583
