Keyword1,Weight1
A concert,342.5562
Hit the card,302.0558
Overtime,246.0717
Work,220.1321
The store,189.279
I'm off duty,166.4709
Teacher,155.4633
Really?,154.2975
On-site,148.5858
Yes,139.5243
Work,131.1209
Company,127.6052
Work hard,126.1864
Shanghai,125.4509
Happy,124.9466
Home,114.5727
Coffee,104.8287
Comments,98.5472
Let's eat,97.9811
Learning,91.2043
Love,89.6477
Happy,85.9172
Happiness,83.4626
It's nice,81.73010000000001
It's beautiful,79.9569
Bye,79.8619
Men,76.0635
♪ Feel ♪,71.4304
Museums,71.3869
Take a picture,67.7939
Office,67.2809
Tonight,64.2868
Shoot,63.5049
School,60.7305
More and more,60.1584
University,56.6202
Strong,56.1404
Sports,55.5051
Little sister,54.4298
Happy birthday,54.0124
Colleagues,51.8514
Paradise,51.1147
The stage,49.4967
Clothes,46.8321
Travel,46.5559
A small shop,45.3412
Perfect,44.1458
Today,43.2723
That's nice,42.3634
Cute,42.2009
Health,41.2507
Warm,40.9591
It's delicious,39.5753
Brave,38.8619
It's beautiful,38.1055
Smile,37.7845
Live,37.6023
Fatty,37.5036
Park,36.8658
Court,35.8207
Summer,35.555
Let's do it,35.4218
Shoot,34.4965
Theater,34.0275
Gently,33.7148
Boss,33.6263
Vegetables,33.5338
Snow,33.3932
Tickets,33.2201
I'm sick,33.057
Good morning,33.0273
The park,32.9231
In the store,32.8636
Hotpot,32.4524
Fashion Week,32.4196
Meetings,32.1886
Jay,32.0871
A sense of life,32.0723
Young,31.5446
Interview,31.4363
Jung-ja Lam,31.1452
Cafeteria,30.6827
Cameraman,30.4258
Weekend,30.3345
Line up,30.0031
The wedding,29.6142
Let's go,28.9521
Simple,28.8043
Yesterday,28.7225
I'm going on a tour,28.4857
Hotel,28.4422
Eat,28.223
Worried,28.1455
Let's do it,27.9396
Milk tea,27.9343
Exhibition,27.8158
Winter,27.3886
Youth,27.2476
Court sessions,27.1237
The pool,27.1221
