Keyword1,Weight1
Hospital,1665.4305
Doctor,486.8593
Surgery,385.6925
I'm sick,358.3862
I'll see you later,313.3195
Emergency,270.7315
Really?,264.5427
Hospitalization,235.0032
Let's eat,228.0458
Health,212.8219
Hang up,209.865
Medical examination,177.5291
Blood,170.8176
Teacher,158.8813
Outpatient,155.8199
Clothes,147.2966
Happy,138.7098
Blood,137.5483
Night shift,135.441
OR,130.4406
More and more,129.8016
Sleep,124.8909
Get out of the hospital,123.8914
Work,122.5108
The ward,121.2384
Work hard,117.6128
Line up,117.173
Sick,114.807
Health,108.0457
Children ' s hospitals,105.293
Learning,105.1639
Patients,104.7388
It's beautiful,96.6795
I'm off duty,94.7605
Baby,94.6614
Home,94.3704
Yes,90.7044
Love,89.8584
Snotlout,89.3636
Simple,89.03750000000001
Leukemia,84.7225
School,80.1286
Duty duty,77.769
Nurse,77.1421
Find someone,76.5347
Warsaw Hospital,76.028
Coffee,75.9712
Strong,74.8855
I'm going to give you a shot,74.6366
It hurts,73.7531
It's not good,70.3178
Hotpot,69.9656
Men,69.2789
Happiness,68.9691
The courtyard,68.8388
Otterman,68.379
Infusion,67.0553
Fatty,66.9169
Overtime,64.7035
Comments,63.6192
Ha ha ha!,63.5252
Happy,60.2682
Insomnia,60.2374
Reginald Hospital,59.0114
Paralyzing,58.3799
Bye,58.0979
Worried,57.7253
Winner,56.532
Job,55.1795
After the surgery,55.1337
Smart tooth,55.0279
It hurts,54.961
Starlight,53.991
The store,53.9425
Travel,52.4066
His head is bleeding,51.2062
chemotherapy,50.8804
Yesterday,50.792100000000005
Fever,50.4806
It's an operation,50.2377
Tooth,49.9532
Hit the card,49.6586
Wait,49.11
High heels,49.0359
♪ Feel ♪,48.9171
Early recovery,48.6768
Inspection,48.4751
Sports,48.4633
Happy New Year,48.3351
Winter,48.2466
Gently,47.4956
Not good,47.4319
Performing,47.3675
Pain,46.842
Charm,46.6287
You're nuts,46.609
Eat,46.4495
It's delicious,46.3574
Momentum,45.6817
Brave,45.4962
