Keyword1,Weight1
Museums,1010.2591
Clumsy Park,442.0327
Hotel,406.648
View,361.9312
Suzhou,178.7676
Suzhou Gardens,177.0396
Slowly,150.3892
It hurts,145.2914
Arts,140.2477
Warm,134.0448
♪ By the side ♪,132.4666
Happiness,129.1977
Leisure,127.8108
Loneliness,124.3838
Colleagues,121.1827
Sometimes,120.9434
"No, I don't",109.4439
Gardening,107.6323
Forget it,107.2395
It hurts,107.1157
Room,106.555
I'm sorry,96.6957
Turn around,95.3855
Take a picture,95.0588
Bye,92.5752
Yes,91.9429
Men,89.5345
Stranger,89.3116
I can't,88.8854
Animals,85.4665
Coffee,80.7627
Tomorrow,79.161
Let go of me!,77.9327
Let's eat,77.64
Leadership,77.2672
The museum,76.5609
Someday,73.8362
Let it happen,73.35
Vegetables,72.7942
Presentation,72.2999
Friends,72.2463
Good morning,71.9169
A concert,71.8593
Pain,71.2666
Comments,70.83449999999999
Breaking up,69.1006
Hug,68.5265
Gently,68.3063
I don't care,66.9043
Capricorn,66.3841
I miss it,64.4561
The scenery,64.3515
Alone,64.05330000000001
Romantic,61.4291
Miss,61.3735
Tell me,61.32
Sports,59.5383
Travel,58.4682
It's light,58.4508
I can't get it,58.3556
I can't get through,58.0152
Yes,57.6975
Memories,57.1773
Stars,56.5444
Never,55.709
Learning,55.3265
I can't give up,55.0898
Meeting,53.6297
Sad,53.4377
A dress,53.4246
Put it down,53.3614
That's nice,52.6306
I'm sick,52.602
I will,52.166
In love,50.8144
Doctor,50.5797
Tea,50.5613
It's beautiful,50.222
Talk to me,49.7168
I can't go back,49.3028
I'm off duty,49.078
For a moment,48.9611
View,48.9372
Aircraft,48.7828
Train,48.7019
Dwelling,48.6222
I mean it,48.3537
I miss you,48.037
Ancient town,47.9959
"No heart, no lungs",47.9042
Long,47.743
Mom,47.5631
Travel,47.312
For the rest of my life,47.1728
